Date,Open,High,Low,Close Close price adjusted for splits.,Adj Close Adjusted close price adjusted for splits and dividend and/or capital gain distributions.,Volume
"Mar 24, 2025",5718.08,5766.56,5718.08,5744.48,5744.48,1624888000
"Mar 21, 2025",5630.73,5670.84,5603.1,5667.56,5667.56,9367460000
"Mar 20, 2025",5646.92,5711.15,5632.33,5662.89,5662.89,4678420000
"Mar 19, 2025",5632.37,5715.33,5622.2,5675.29,5675.29,4660090000
"Mar 18, 2025",5654.53,5654.53,5597.76,5614.66,5614.66,4666270000
"Mar 17, 2025",5635.6,5703.52,5631.12,5675.12,5675.12,5031770000
"Mar 14, 2025",5563.85,5645.27,5563.85,5638.94,5638.94,4863180000
"Mar 13, 2025",5594.45,5597.78,5504.65,5521.52,5521.52,5018980000
"Mar 12, 2025",5624.84,5642.19,5546.09,5599.3,5599.3,5219830000
"Mar 11, 2025",5603.65,5636.3,5528.41,5572.07,5572.07,6221240000
"Mar 10, 2025",5705.37,5705.37,5564.02,5614.56,5614.56,6409370000
"Mar 7, 2025",5726.01,5783.01,5666.29,5770.2,5770.2,5705140000
"Mar 6, 2025",5785.87,5812.08,5711.64,5738.52,5738.52,5165080000
"Mar 5, 2025",5781.36,5860.59,5742.35,5842.63,5842.63,5285970000
"Mar 4, 2025",5811.98,5865.08,5732.59,5778.15,5778.15,6138110000
"Mar 3, 2025",5968.33,5986.09,5810.91,5849.72,5849.72,5613850000
"Feb 28, 2025",5856.74,5959.4,5837.66,5954.5,5954.5,6441140000
"Feb 27, 2025",5981.88,5993.69,5858.78,5861.57,5861.57,5057680000
"Feb 26, 2025",5970.87,6009.82,5932.69,5956.06,5956.06,4869580000
"Feb 25, 2025",5982.73,5992.65,5908.49,5955.25,5955.25,5374690000
"Feb 24, 2025",6026.69,6043.65,5977.83,5983.25,5983.25,4990120000
"Feb 21, 2025",6114.1,6114.82,6008.56,6013.13,6013.13,5434560000
"Feb 20, 2025",6134.5,6134.5,6084.59,6117.52,6117.52,4813690000
"Feb 19, 2025",6117.76,6147.43,6111.15,6144.15,6144.15,4562330000
"Feb 18, 2025",6121.6,6129.63,6099.51,6129.58,6129.58,4684980000
"Feb 14, 2025",6115.52,6127.47,6107.62,6114.63,6114.63,4335190000
"Feb 13, 2025",6060.59,6116.91,6050.95,6115.07,6115.07,4763800000
"Feb 12, 2025",6025.08,6063.0,6003.0,6051.97,6051.97,4627960000
"Feb 11, 2025",6049.32,6076.28,6042.34,6068.5,6068.5,4324880000
"Feb 10, 2025",6046.4,6073.38,6044.84,6066.44,6066.44,4458760000
"Feb 7, 2025",6083.13,6101.28,6019.96,6025.99,6025.99,4766900000
"Feb 6, 2025",6072.22,6084.03,6046.83,6083.57,6083.57,4847120000
"Feb 5, 2025",6020.45,6062.86,6007.06,6061.48,6061.48,4756250000
"Feb 4, 2025",5998.14,6042.48,5990.87,6037.88,6037.88,4410160000
"Feb 3, 2025",5969.65,6022.13,5923.93,5994.57,5994.57,4797210000
"Jan 31, 2025",6096.79,6120.91,6030.93,6040.53,6040.53,4843770000
"Jan 30, 2025",6050.75,6086.64,6027.46,6071.17,6071.17,4634620000
"Jan 29, 2025",6057.7,6062.83,6012.96,6039.31,6039.31,4115310000
"Jan 28, 2025",6026.97,6074.54,5994.63,6067.7,6067.7,4473640000
"Jan 27, 2025",5969.04,6017.17,5962.92,6012.28,6012.28,5198750000
"Jan 24, 2025",6121.43,6128.18,6088.74,6101.24,6101.24,4214250000
"Jan 23, 2025",6076.32,6118.73,6074.67,6118.71,6118.71,4432250000
"Jan 22, 2025",6081.39,6100.81,6076.13,6086.37,6086.37,4323040000
"Jan 21, 2025",6014.12,6051.51,6006.88,6049.24,6049.24,4702920000
"Jan 17, 2025",5995.4,6014.96,5978.44,5996.66,5996.66,4366830000
"Jan 16, 2025",5963.61,5964.69,5930.72,5937.34,5937.34,4285810000
"Jan 15, 2025",5905.21,5960.61,5905.21,5949.91,5949.91,4544570000
"Jan 14, 2025",5859.27,5871.92,5805.42,5842.91,5842.91,4142280000
"Jan 13, 2025",5782.02,5838.61,5773.31,5836.22,5836.22,4421200000
"Jan 10, 2025",5890.35,5890.35,5807.78,5827.04,5827.04,4751930000
"Jan 8, 2025",5910.66,5927.89,5874.78,5918.25,5918.25,4441740000
"Jan 7, 2025",5993.26,6000.68,5890.68,5909.03,5909.03,4517330000
"Jan 6, 2025",5982.81,6021.04,5960.01,5975.38,5975.38,4940120000
"Jan 3, 2025",5891.07,5949.34,5888.66,5942.47,5942.47,3667340000
"Jan 2, 2025",5903.26,5935.09,5829.53,5868.55,5868.55,3621680000
"Dec 31, 2024",5919.74,5929.74,5868.86,5881.63,5881.63,3128350000
"Dec 30, 2024",5920.67,5940.79,5869.16,5906.94,5906.94,3433250000
"Dec 27, 2024",6006.17,6006.17,5932.95,5970.84,5970.84,3159610000
"Dec 26, 2024",6024.97,6049.75,6007.37,6037.59,6037.59,2904530000
"Dec 24, 2024",5984.63,6040.1,5981.44,6040.04,6040.04,1757720000
"Dec 23, 2024",5940.25,5978.25,5902.57,5974.07,5974.07,3593280000
"Dec 20, 2024",5842.0,5982.06,5832.3,5930.85,5930.85,8223220000
"Dec 19, 2024",5912.71,5935.52,5866.07,5867.08,5867.08,4896880000
"Dec 18, 2024",6047.65,6070.67,5867.79,5872.16,5872.16,5246960000
"Dec 17, 2024",6052.55,6057.68,6035.19,6050.61,6050.61,4544500000
"Dec 16, 2024",6063.79,6085.19,6059.14,6074.08,6074.08,4391100000
"Dec 13, 2024",6068.17,6078.58,6035.77,6051.09,6051.09,3584960000
"Dec 12, 2024",6074.29,6079.68,6051.25,6051.25,6051.25,3678010000
"Dec 11, 2024",6060.15,6092.59,6060.15,6084.19,6084.19,4269950000
"Dec 10, 2024",6057.59,6065.4,6029.89,6034.91,6034.91,4048410000
"Dec 9, 2024",6083.01,6088.51,6048.63,6052.85,6052.85,4556460000
"Dec 6, 2024",6081.38,6099.97,6079.98,6090.27,6090.27,3924830000
"Dec 5, 2024",6089.03,6094.55,6072.9,6075.11,6075.11,4212020000
"Dec 4, 2024",6069.39,6089.84,6061.06,6086.49,6086.49,4003390000
"Dec 3, 2024",6042.97,6052.07,6033.39,6049.88,6049.88,4095000000
"Dec 2, 2024",6040.11,6053.58,6035.33,6047.15,6047.15,4412470000
"Nov 29, 2024",6003.98,6044.17,6003.98,6032.38,6032.38,2444420000
"Nov 27, 2024",6014.11,6020.16,5984.87,5998.74,5998.74,3363340000
"Nov 26, 2024",6000.03,6025.42,5992.27,6021.63,6021.63,3835170000
"Nov 25, 2024",5992.28,6020.75,5963.91,5987.37,5987.37,5633150000
"Nov 22, 2024",5944.36,5972.9,5944.36,5969.34,5969.34,4141420000
"Nov 21, 2024",5940.58,5963.32,5887.26,5948.71,5948.71,4230120000
"Nov 20, 2024",5914.34,5920.67,5860.56,5917.11,5917.11,3772620000
"Nov 19, 2024",5870.05,5923.51,5855.29,5916.98,5916.98,4036940000
"Nov 18, 2024",5874.17,5908.12,5865.95,5893.62,5893.62,3983860000
"Nov 15, 2024",5912.79,5915.32,5853.01,5870.62,5870.62,4590960000
"Nov 14, 2024",5989.68,5993.88,5942.28,5949.17,5949.17,4184570000
"Nov 13, 2024",5985.75,6008.19,5965.91,5985.38,5985.38,4220180000
"Nov 12, 2024",6003.6,6009.92,5960.08,5983.99,5983.99,4243400000
"Nov 11, 2024",6008.86,6017.31,5986.69,6001.35,6001.35,4333000000
"Nov 8, 2024",5976.76,6012.45,5976.76,5995.54,5995.54,4666740000
"Nov 7, 2024",5947.21,5983.84,5947.21,5973.1,5973.1,4925740000
"Nov 6, 2024",5864.89,5936.14,5864.89,5929.04,5929.04,6329530000
"Nov 5, 2024",5722.43,5783.44,5722.1,5782.76,5782.76,3768310000
"Nov 4, 2024",5725.15,5741.43,5696.51,5712.69,5712.69,3602060000
"Nov 1, 2024",5723.22,5772.52,5723.22,5728.8,5728.8,3796450000
"Oct 31, 2024",5775.34,5775.34,5702.86,5705.45,5705.45,4425660000
"Oct 30, 2024",5832.65,5850.94,5811.28,5813.67,5813.67,3851120000
"Oct 29, 2024",5819.68,5847.19,5802.17,5832.92,5832.92,3879100000
"Oct 28, 2024",5833.93,5842.92,5823.08,5823.52,5823.52,3691280000
"Oct 25, 2024",5826.75,5862.82,5799.98,5808.12,5808.12,3501280000
"Oct 24, 2024",5817.8,5817.8,5784.92,5809.86,5809.86,3543030000
"Oct 23, 2024",5834.5,5834.85,5762.41,5797.42,5797.42,3532650000
"Oct 22, 2024",5832.7,5863.04,5821.17,5851.2,5851.2,3342080000
"Oct 21, 2024",5857.82,5866.92,5824.79,5853.98,5853.98,3407010000
"Oct 18, 2024",5859.43,5872.17,5846.11,5864.67,5864.67,3374490000
"Oct 17, 2024",5875.62,5878.46,5840.25,5841.47,5841.47,3480010000
"Oct 16, 2024",5816.58,5846.52,5808.34,5842.47,5842.47,3467230000
"Oct 15, 2024",5866.74,5870.36,5804.48,5815.26,5815.26,3882120000
"Oct 14, 2024",5829.81,5871.41,5829.57,5859.85,5859.85,3005250000
"Oct 11, 2024",5775.09,5822.13,5775.09,5815.03,5815.03,3208720000
"Oct 10, 2024",5778.36,5795.03,5764.76,5780.05,5780.05,3208790000
"Oct 9, 2024",5751.8,5796.8,5745.02,5792.04,5792.04,3650340000
"Oct 8, 2024",5719.14,5757.6,5714.56,5751.13,5751.13,3393400000
"Oct 7, 2024",5737.8,5739.34,5686.85,5695.94,5695.94,3637790000
"Oct 4, 2024",5737.48,5753.21,5702.83,5751.07,5751.07,3479400000
"Oct 3, 2024",5698.19,5718.78,5677.37,5699.94,5699.94,3597450000
"Oct 2, 2024",5698.14,5719.63,5674.0,5709.54,5709.54,3829050000
"Oct 1, 2024",5757.73,5757.73,5681.28,5708.75,5708.75,4025180000
"Sep 30, 2024",5726.52,5765.14,5703.53,5762.48,5762.48,4425730000
"Sep 27, 2024",5755.36,5763.78,5727.34,5738.17,5738.17,3898530000
"Sep 26, 2024",5762.22,5767.37,5721.01,5745.37,5745.37,4391180000
"Sep 25, 2024",5733.65,5741.03,5712.06,5722.26,5722.26,3624910000
"Sep 24, 2024",5727.66,5735.32,5698.99,5732.93,5732.93,3872710000
"Sep 23, 2024",5711.9,5725.36,5704.22,5718.57,5718.57,3529550000
"Sep 20, 2024",5709.64,5715.14,5674.49,5702.55,5702.55,7867260000
"Sep 19, 2024",5702.63,5733.57,5686.42,5713.64,5713.64,4024530000
"Sep 18, 2024",5641.68,5689.75,5615.08,5618.26,5618.26,3691390000
"Sep 17, 2024",5655.51,5670.81,5614.05,5634.58,5634.58,3443600000
"Sep 16, 2024",5615.21,5636.05,5604.53,5633.09,5633.09,3437070000
"Sep 13, 2024",5603.34,5636.27,5601.65,5626.02,5626.02,3500790000
"Sep 12, 2024",5557.48,5600.71,5535.5,5595.76,5595.76,3655070000
"Sep 11, 2024",5496.42,5560.41,5406.96,5554.13,5554.13,3839450000
"Sep 10, 2024",5490.51,5497.91,5441.72,5495.52,5495.52,3848180000
"Sep 9, 2024",5442.07,5484.2,5434.49,5471.05,5471.05,3825940000
"Sep 6, 2024",5507.33,5522.47,5402.62,5408.42,5408.42,3822800000
"Sep 5, 2024",5520.08,5546.3,5480.54,5503.41,5503.41,3521650000
"Sep 4, 2024",5506.68,5552.99,5503.66,5520.07,5520.07,3478140000
"Sep 3, 2024",5623.89,5623.89,5504.33,5528.93,5528.93,3866350000
"Aug 30, 2024",5612.74,5651.37,5581.79,5648.4,5648.4,4185850000
"Aug 29, 2024",5607.3,5646.95,5583.71,5591.96,5591.96,3065640000
"Aug 28, 2024",5624.51,5627.03,5560.95,5592.18,5592.18,3053450000
"Aug 27, 2024",5602.89,5631.18,5593.48,5625.8,5625.8,2798990000
"Aug 26, 2024",5639.66,5651.62,5602.34,5616.84,5616.84,2938570000
"Aug 23, 2024",5602.49,5641.82,5585.16,5634.61,5634.61,3291940000
"Aug 22, 2024",5637.77,5643.22,5560.95,5570.64,5570.64,2981530000
"Aug 21, 2024",5603.09,5632.68,5591.57,5620.85,5620.85,3119670000
"Aug 20, 2024",5602.88,5620.51,5585.5,5597.12,5597.12,2994420000
"Aug 19, 2024",5557.23,5608.3,5550.74,5608.25,5608.25,3222050000
"Aug 16, 2024",5530.5,5561.98,5525.17,5554.25,5554.25,3357690000
"Aug 15, 2024",5501.13,5546.23,5501.13,5543.22,5543.22,3723310000
"Aug 14, 2024",5442.36,5463.22,5415.91,5455.21,5455.21,3380050000
"Aug 13, 2024",5376.98,5436.5,5376.98,5434.43,5434.43,3648980000
"Aug 12, 2024",5351.88,5371.2,5324.37,5344.39,5344.39,3360160000
"Aug 9, 2024",5314.66,5358.67,5300.84,5344.16,5344.16,3516400000
"Aug 8, 2024",5252.57,5328.03,5233.85,5319.31,5319.31,4016830000
"Aug 7, 2024",5293.13,5330.64,5195.54,5199.5,5199.5,4558260000
"Aug 6, 2024",5206.42,5312.34,5193.56,5240.03,5240.03,4690190000
"Aug 5, 2024",5151.14,5250.89,5119.26,5186.33,5186.33,5333250000
"Aug 2, 2024",5376.63,5383.89,5302.03,5346.56,5346.56,5156450000
"Aug 1, 2024",5537.84,5566.16,5410.42,5446.68,5446.68,4703620000
"Jul 31, 2024",5505.59,5551.51,5493.75,5522.3,5522.3,4546910000
"Jul 30, 2024",5478.73,5489.46,5401.7,5436.44,5436.44,3777740000
"Jul 29, 2024",5476.55,5487.74,5444.44,5463.54,5463.54,3379970000
"Jul 26, 2024",5433.67,5488.32,5430.7,5459.1,5459.1,3638770000
"Jul 25, 2024",5428.7,5491.59,5390.95,5399.22,5399.22,4592120000
"Jul 24, 2024",5505.84,5508.04,5419.98,5427.13,5427.13,3945550000
"Jul 23, 2024",5565.3,5585.34,5550.9,5555.74,5555.74,3500210000
"Jul 22, 2024",5544.54,5570.36,5529.04,5564.41,5564.41,3375180000
"Jul 19, 2024",5543.37,5557.5,5497.04,5505.0,5505.0,3760570000
"Jul 18, 2024",5608.56,5614.05,5522.81,5544.59,5544.59,4007510000
"Jul 17, 2024",5610.07,5622.49,5584.81,5588.27,5588.27,4246450000
"Jul 16, 2024",5644.09,5669.67,5639.02,5667.2,5667.2,4041760000
"Jul 15, 2024",5638.16,5666.94,5614.75,5631.22,5631.22,3620470000
"Jul 12, 2024",5590.76,5655.56,5590.44,5615.35,5615.35,3700280000
"Jul 11, 2024",5635.21,5642.45,5576.53,5584.54,5584.54,4020950000
"Jul 10, 2024",5591.26,5635.39,5586.44,5633.91,5633.91,3336100000
"Jul 9, 2024",5584.24,5590.75,5574.57,5576.98,5576.98,3232920000
"Jul 8, 2024",5572.75,5583.11,5562.51,5572.85,5572.85,3185670000
"Jul 5, 2024",5537.91,5570.33,5531.63,5567.19,5567.19,3253080000
"Jul 3, 2024",5507.44,5539.27,5507.42,5537.02,5537.02,2179470000
"Jul 2, 2024",5461.84,5509.69,5458.43,5509.01,5509.01,3329950000
"Jul 1, 2024",5471.08,5479.55,5446.53,5475.09,5475.09,3488760000
"Jun 28, 2024",5488.48,5523.64,5451.12,5460.48,5460.48,7199220000
"Jun 27, 2024",5473.59,5490.81,5467.54,5482.87,5482.87,3589530000
"Jun 26, 2024",5460.71,5483.14,5451.87,5477.9,5477.9,3563920000
"Jun 25, 2024",5460.73,5472.88,5446.56,5469.3,5469.3,3591960000
"Jun 24, 2024",5459.58,5490.66,5447.59,5447.87,5447.87,3696750000
"Jun 21, 2024",5466.77,5478.31,5452.03,5464.62,5464.62,6773800000
"Jun 20, 2024",5499.99,5505.53,5455.56,5473.17,5473.17,3847060000
"Jun 18, 2024",5476.15,5490.38,5471.32,5487.03,5487.03,3544330000
"Jun 17, 2024",5431.11,5488.5,5420.4,5473.23,5473.23,3447840000
"Jun 14, 2024",5424.08,5432.39,5403.75,5431.6,5431.6,3438650000
"Jun 13, 2024",5441.93,5441.93,5402.51,5433.74,5433.74,3530380000
"Jun 12, 2024",5409.13,5447.25,5409.13,5421.03,5421.03,3962840000
"Jun 11, 2024",5353.0,5375.95,5327.25,5375.32,5375.32,3568030000
"Jun 10, 2024",5341.22,5365.79,5331.52,5360.79,5360.79,3622280000
"Jun 7, 2024",5343.81,5375.08,5331.33,5346.99,5346.99,3692760000
"Jun 6, 2024",5357.8,5362.35,5335.36,5352.96,5352.96,3609990000
"Jun 5, 2024",5314.48,5354.16,5297.64,5354.03,5354.03,3591460000
"Jun 4, 2024",5278.24,5298.8,5257.63,5291.34,5291.34,3707900000
"Jun 3, 2024",5297.15,5302.11,5234.32,5283.4,5283.4,4046920000
"May 31, 2024",5243.21,5280.33,5191.68,5277.51,5277.51,5437160000
"May 30, 2024",5259.77,5260.21,5222.1,5235.48,5235.48,3818750000
"May 29, 2024",5278.73,5282.27,5262.7,5266.95,5266.95,3552750000
"May 28, 2024",5315.91,5315.91,5280.89,5306.04,5306.04,3751540000
"May 24, 2024",5281.45,5311.65,5278.39,5304.72,5304.72,3005510000
"May 23, 2024",5340.26,5341.88,5256.93,5267.84,5267.84,3869520000
"May 22, 2024",5319.28,5323.18,5286.01,5307.01,5307.01,3847130000
"May 21, 2024",5298.69,5324.32,5297.87,5321.41,5321.41,3662240000
"May 20, 2024",5305.35,5325.32,5302.4,5308.13,5308.13,3420100000
"May 17, 2024",5303.1,5305.45,5283.59,5303.27,5303.27,3578120000
"May 16, 2024",5310.07,5325.49,5296.19,5297.1,5297.1,3817470000
"May 15, 2024",5263.26,5311.76,5263.26,5308.15,5308.15,4360810000
"May 14, 2024",5221.1,5250.37,5217.98,5246.68,5246.68,4763580000
"May 13, 2024",5233.08,5237.26,5211.16,5221.42,5221.42,4255710000
"May 10, 2024",5225.49,5239.66,5209.68,5222.68,5222.68,3617900000
"May 9, 2024",5189.03,5215.3,5180.41,5214.08,5214.08,3727370000
"May 8, 2024",5168.98,5191.95,5165.86,5187.67,5187.67,3842100000
"May 7, 2024",5187.2,5200.23,5178.96,5187.7,5187.7,3987890000
"May 6, 2024",5142.42,5181.0,5142.42,5180.74,5180.74,3683250000
"May 3, 2024",5122.78,5139.12,5101.22,5127.79,5127.79,3924990000
"May 2, 2024",5049.32,5073.21,5011.05,5064.2,5064.2,4381660000
"May 1, 2024",5029.03,5096.12,5013.45,5018.39,5018.39,4544170000
"Apr 30, 2024",5103.78,5110.83,5035.31,5035.69,5035.69,4082470000
"Apr 29, 2024",5114.13,5123.49,5088.65,5116.17,5116.17,3447450000
"Apr 26, 2024",5084.65,5114.62,5073.14,5099.96,5099.96,3604140000
"Apr 25, 2024",5019.88,5057.75,4990.58,5048.42,5048.42,3958050000
"Apr 24, 2024",5084.86,5089.48,5047.02,5071.63,5071.63,3656740000
"Apr 23, 2024",5028.85,5076.12,5027.96,5070.55,5070.55,3751400000
"Apr 22, 2024",4987.33,5038.84,4969.4,5010.6,5010.6,3820250000
"Apr 19, 2024",5005.44,5019.02,4953.56,4967.23,4967.23,3878750000
"Apr 18, 2024",5031.52,5056.66,5001.89,5011.12,5011.12,3619760000
"Apr 17, 2024",5068.97,5077.96,5007.25,5022.21,5022.21,3596130000
"Apr 16, 2024",5064.59,5079.84,5039.83,5051.41,5051.41,4006200000
"Apr 15, 2024",5149.67,5168.43,5052.47,5061.82,5061.82,3950210000
"Apr 12, 2024",5171.51,5175.03,5107.94,5123.41,5123.41,3963220000
"Apr 11, 2024",5172.95,5211.78,5138.77,5199.06,5199.06,3509380000
"Apr 10, 2024",5167.88,5178.43,5138.7,5160.64,5160.64,3845930000
"Apr 9, 2024",5217.03,5224.81,5160.78,5209.91,5209.91,3400680000
"Apr 8, 2024",5211.37,5219.57,5197.35,5202.39,5202.39,3278180000
"Apr 5, 2024",5158.95,5222.18,5157.21,5204.34,5204.34,3386780000
"Apr 4, 2024",5244.05,5256.59,5146.06,5147.21,5147.21,4075680000
"Apr 3, 2024",5194.37,5228.75,5194.37,5211.49,5211.49,3703250000
"Apr 2, 2024",5204.29,5208.34,5184.05,5205.81,5205.81,3886590000
"Apr 1, 2024",5257.97,5263.95,5229.2,5243.77,5243.77,3325930000
"Mar 28, 2024",5248.03,5264.85,5245.82,5254.35,5254.35,3998270000
"Mar 27, 2024",5226.31,5249.26,5213.92,5248.49,5248.49,3850500000
"Mar 26, 2024",5228.85,5235.16,5203.42,5203.58,5203.58,3871790000
"Mar 25, 2024",5219.52,5229.09,5216.09,5218.19,5218.19,3331360000
"Mar 22, 2024",5242.48,5246.09,5229.87,5234.18,5234.18,3374700000
"Mar 21, 2024",5253.43,5261.1,5240.66,5241.53,5241.53,4207730000
"Mar 20, 2024",5181.69,5226.19,5171.55,5224.62,5224.62,4064850000
"Mar 19, 2024",5139.09,5180.31,5131.59,5178.51,5178.51,4031760000
"Mar 18, 2024",5154.77,5175.6,5145.47,5149.42,5149.42,4036220000
"Mar 15, 2024",5123.31,5136.86,5104.35,5117.09,5117.09,7753670000
"Mar 14, 2024",5175.14,5176.85,5123.3,5150.48,5150.48,4687970000
"Mar 13, 2024",5173.49,5179.14,5151.88,5165.31,5165.31,4282890000
"Mar 12, 2024",5134.3,5179.87,5114.48,5175.27,5175.27,4080510000
"Mar 11, 2024",5111.96,5124.66,5091.14,5117.94,5117.94,3896430000
"Mar 8, 2024",5164.46,5189.26,5117.5,5123.69,5123.69,4208870000
"Mar 7, 2024",5132.38,5165.62,5128.21,5157.36,5157.36,4137980000
"Mar 6, 2024",5108.03,5127.97,5092.22,5104.76,5104.76,4559050000
"Mar 5, 2024",5110.52,5114.54,5056.82,5078.65,5078.65,4418410000
"Mar 4, 2024",5130.99,5149.67,5127.18,5130.95,5130.95,4758440000
"Mar 1, 2024",5098.51,5140.33,5094.16,5137.08,5137.08,4748110000
"Feb 29, 2024",5085.36,5104.99,5061.89,5096.27,5096.27,5219740000
"Feb 28, 2024",5067.2,5077.37,5058.35,5069.76,5069.76,3789370000
"Feb 27, 2024",5074.6,5080.69,5057.29,5078.18,5078.18,3925950000
"Feb 26, 2024",5093.0,5097.66,5068.91,5069.53,5069.53,3683930000
"Feb 23, 2024",5100.92,5111.06,5081.46,5088.8,5088.8,3672790000
"Feb 22, 2024",5038.83,5094.39,5038.83,5087.03,5087.03,4051710000
"Feb 21, 2024",4963.03,4983.21,4946.0,4981.8,4981.8,3788390000
"Feb 20, 2024",4989.32,4993.71,4955.02,4975.51,4975.51,4034880000
"Feb 16, 2024",5031.13,5038.7,4999.52,5005.57,5005.57,3833270000
"Feb 15, 2024",5003.14,5032.72,4999.44,5029.73,5029.73,4137970000
"Feb 14, 2024",4976.44,5002.52,4956.45,5000.62,5000.62,3845600000
"Feb 13, 2024",4967.94,4971.3,4920.31,4953.17,4953.17,4302190000
"Feb 12, 2024",5026.83,5048.39,5016.83,5021.84,5021.84,3805740000
"Feb 9, 2024",5004.17,5030.06,5000.34,5026.61,5026.61,3912990000
"Feb 8, 2024",4995.16,5000.4,4987.09,4997.91,4997.91,4341860000
"Feb 7, 2024",4973.05,4999.89,4969.05,4995.06,4995.06,4895590000
